"topic","text"
"humor","Carpenters all wanted steady work and at the moment every mother's son for twenty miles around that could hammer nails for twenty-five dollars a day was working on the school job ."
"science_fiction","Australia , the Philippine Islands , Japan , and northern China were inhabited by those members of the Haijac Union that spoke American ."
"humor","They had been kind to us and we were indebted to them for one or two pleasant dinners , and for information as to where to shop , which dentist , doctor , plumber , and sitter to call ( not that there was much of a choice , since Catatonia was just a village ; ;"
"science_fiction","`` Listen , Ekstrohm , I want to give you the benefit of every doubt ."
"humor","`` I suppose you all were playing and forgot '' ? ?"
"science_fiction","The President of the United States proclaimed the first Sunday in November as `` National Grandmothers' Day '' and urged America to say it with flowers ."
"science_fiction","`` But you want to ask me when B'dikkat is going to come back with the needle '' ."
"humor","Neither do I , but the Tjokorda Agoeng was good enough to translate , and I'll do as much for you ."
"humor",")"
"science_fiction","Hello , Mike ."
"humor","We had just sat down ."
"science_fiction","I can't tell you now the distance in lightyears or what star this was , though you can see it with the naked eye at night in this hemisphere ."
"humor","then he turned to me ."
"science_fiction","But it didn't matter now whether he meant to invade the Holy of Holies , or was simply headed in that direction by accident ."
"science_fiction","She found this immensely comforting , even though Mercer did not make much sense out of it ."
"science_fiction","`` It looks like we did , when we made blastdown '' ."
"humor","`` I wouldn't be in his shoes for all the rice in China ."
"science_fiction","Mercer read it , and so had a few of the others , but they could not tell which man had done it ."
"humor","Moreland fixed us each another drink , and said , `` For God's sake , tell me something truly amusing '' ."
"humor","`` That's silly -- lemon in mouth '' , she said ."
"humor","They both laughed and winked back ."
"humor","The moonlit night was made for romance , and he had been looking at her soulfully for some time ."
"science_fiction","Now look , there's work to be done and lots of it ."
"humor","But not General Burnside ."
"humor","I asked Quasimodo recently how he accomplished this , and he replied that he had painted his model `` a beautiful shade of red and then had her breathe on the canvas '' , which was his typical tongue-in-cheek way of chiding me for my lack of sensitivity ."
"science_fiction","the question was too wide for the sparse English language ."
"humor","It would be fine publicity for the man who was willing to walk to the mayor's throne over the broken reputation of a helpless girl ! !"
"science_fiction","Without an instant's transition , the green light that meant full fusion power winked on the board ."
"science_fiction","But he was homesick '' ."
"humor","`` I paint the nothing '' , he said once to Franz Kline and myself , `` the nothing that is behind the something , the inexpressible , unpaintable ' tick ' in the unconscious , the ' spirit ' of the moment resting forever , suspended like a huge balloon , in non-time '' ."
"humor","Between 1935 and 1939 Letch and I made ten films together , each less successful , both artistically and commercially , than the one before it ."
"science_fiction","Mike was of legal age and presumed able to defend himself in the clinches ."
"science_fiction","He tried to tell the Lady Da , but the words weren't quite straight ."
"science_fiction","He tried to run after B'dikkat , to hug the lead spacesuit , to tell B'dikkat that he loved him ."
"humor","It seemed that I would be the gainer if I accepted the peace and quiet , instead of carrying out my threats ."
"humor","Then , having wrapped the lot in an afghan my dog customarily slept on , you lammed out the front door , considerately leaving it open for neighbors to discover ."
"science_fiction","Time magazine reviewed it and suggested that the Federation Assembly Daily Record should be translated into the medium ."
"science_fiction","His body processes only slowed down enough for him to dispell fatigue poisons ."
"humor","The manager of a movie theater received a telephone call from a woman who was equally indefinite ."
"humor","Was it an omen ? ?"
"humor","`` You are bound to get involved with people when you have children '' , Fran had told me at our first meeting , `` so it is good to know that those with whom you get involved are not just dreary little housewives and dull husbands , but People Who Do Things '' ."
"science_fiction","suspicion between member states still existed , but it was of about the same low order of virulence as the twentieth-century rivalry between Arizona and California over water supplies ."
"science_fiction","The Lady Da , naked in the dusty plain , waved a hospitable hand and showed that there was a place for him to sit beside her ."
"humor","As Mrs. Letch Feeley , was it any wonder that I , once the social arbiter of Filmdom , was excluded from the smart entertainments given by the Astaires , the Coopers , the Gables , the Colmans , the Rathbones , the Taylors , the Thalbergs and such devout , closely knit families as the Barrymores and the Crosbys ? ?"
